GENESIS-Tabelle: 12411-0017
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2010;07338;Rhein-Pfalz-Kreis;1708;1743;2622;3935;2418;1693;3992;3600;3758;4061;6054;7020;6283;5219;4497;8472;5694;1587;1691;2494;3784;2290;1699;3693;3534;3942;4247;6281;6875;6118;5262;4654;9106;8449
31.12.2010;07339;Mainz-Bingen, Landkreis;2657;2825;3917;5771;3377;2253;5468;5144;5235;6111;9008;9497;8277;7136;5865;10408;6315;2446;2721;3826;5501;3131;2267;5215;5135;5677;6471;8989;9394;8457;6980;5988;10983;9865
31.12.2010;07340;Südwestpfalz, Landkreis;909;1070;1656;2578;1701;1202;2953;2349;2352;2660;4002;4440;4278;3776;2969;5739;4386;962;993;1470;2378;1578;1157;2459;2282;2361;2682;3832;4389;4086;3738;2898;6237;6365
31.12.2010;08111;Stuttgart, kreisfreie Stadt;8417;7689;9765;12559;7527;5531;19892;24055;25165;24146;27070;26975;21323;16804;15625;29445;19140;7999;7438;9193;11807;6988;5428;20539;24988;24431;21680;24008;22783;19500;17258;16026;32835;32559
31.12.2010;08115;Böblingen, Landkreis;5158;5379;7543;10481;6342;4352;10485;10669;11422;12095;16191;16327;13998;11161;9647;19999;12238;5003;5010;6995;9979;5994;4171;9939;10643;11385;12167;15492;15662;13808;11652;10270;21512;18227
31.12.2010;08116;Esslingen, Landkreis;7025;7285;10126;13818;8466;5820;14864;14677;15397;16767;21616;23017;19150;15305;13957;27768;18175;6709;6821;9569;13273;8161;5406;14009;14856;15913;16541;21314;21743;18778;16148;14847;30343;27166
31.12.2010;08117;Göppingen, Landkreis;3083;3284;4866;7161;4484;3253;7584;7121;6882;7730;10528;11094;9528;8009;7075;13555;9335;3011;3157;4609;6651;4258;2911;7016;6724;6907;7781;10153;10312;9328;8248;7307;15068;14535
31.12.2010;08118;Ludwigsburg, Landkreis;7274;7351;10483;14326;8653;6089;14546;14435;16355;17191;22816;22833;19260;15493;13838;27113;17215;6904;7067;9850;13419;8162;5767;14310;15068;16203;17046;21680;21628;18860;16315;14354;29793;26288
31.12.2010;08119;Rems-Murr-Kreis;5222;5718;8128;11556;7235;5068;11915;11260;11467;12975;17867;18936;15959;12803;11307;22351;14495;4978;5431;7817;11253;7001;4733;11001;11132;11884;13036;17407;17922;15341;13437;11805;24644;22364
31.12.2010;08121;Heilbronn, kreisfreie Stadt;1654;1729;2347;3002;1850;1312;3893;4221;4202;4316;5020;5271;4442;3636;3231;6361;4235;1526;1646;2126;2878;1787;1335;3912;4165;3936;3969;4506;4675;4247;3827;3402;7144;7076
31.12.2010;08125;Heilbronn, Landkreis;4164;4541;6693;9886;6181;4263;10165;9263;9684;10593;14261;14993;12960;10516;8729;15854;10416;4098;4240;6618;9389;5767;3882;9155;8909;9583;10537;13621;14371;12146;10574;9013;17042;16257
31.12.2010;08126;Hohenlohekreis;1516;1494;2257;3274;2005;1417;3593;3365;3109;3424;4498;4944;4360;3616;2931;4962;3735;1310;1435;2089;3019;1985;1410;3240;2868;3140;3314;4354;4589;4132;3491;2760;5452;5825
31.12.2010;08127;Schwäbisch Hall, Landkreis;2439;2631;3968;5691;3621;2526;6034;5923;5570;5768;7837;8194;7417;6277;5112;8472;6056;2454;2583;3673;5337;3511;2337;5403;5267;5332;5641;7425;7905;7178;6318;5011;9413;10096
31.12.2010;08128;Main-Tauber-Kreis;1531;1641;2557;3661;2428;1728;3960;3815;3600;3864;5419;5874;5250;4635;3893;6852;5136;1523;1652;2390;3528;2284;1496;3622;3399;3605;3903;5044;5613;5134;4634;3915;7356;8409
31.12.2010;08135;Heidenheim, Landkreis;1575;1701;2542;3743;2288;1681;4165;3697;3496;3867;5269;5577;4934;4301;3694;6885;5247;1510;1621;2387;3444;2297;1536;3456;3403;3425;3892;5138;5319;4926;4178;3731;7807;8384
31.12.2010;08136;Ostalbkreis;4109;4333;6367;9178;5930;3992;9609;8894;8774;9930;12716;13513;11911;9885;8415;15318;10656;3891;4245;6106;8805;5446;3833;8995;8506;8678;9592;12165;12739;11571;10034;8406;16869;17322
31.12.2010;08211;Baden-Baden, kreisfreie Stadt;565;591;826;1188;752;541;1328;1316;1337;1344;2106;2222;1952;1736;1694;3319;2583;528;556;838;1159;681;512;1216;1357;1449;1526;2306;2300;2140;1912;1950;4092;4523
31.12.2010;08212;Karlsruhe, kreisfreie Stadt;3865;3502;4725;5942;3739;3115;12810;12724;11237;10431;12532;12392;10830;8548;7387;13862;9751;3658;3490;4361;5814;3413;2872;10424;11284;10054;9422;11374;11504;9961;8780;7935;16034;16989
31.12.2010;08215;Karlsruhe, Landkreis;5490;5770;8252;12113;7479;5152;12601;12100;11846;13076;17980;19833;17203;14547;12519;22342;14881;5083;5424;7600;11252;7006;4856;11638;11571;12240;13313;17862;19120;16830;14780;12738;24315;23459
31.12.2010;08216;Rastatt, Landkreis;2749;2896;4318;6125;3980;2734;6604;6289;5967;6574;9286;10406;9320;7870;6387;11714;8322;2491;2725;4092;5855;3711;2530;6036;6211;6154;6887;9159;10039;8943;7903;6380;13056;13076
31.12.2010;08221;Heidelberg, kreisfreie Stadt;1926;1675;2044;2657;1642;1433;5906;6729;5807;4918;5861;6416;5035;4075;3461;6036;4059;1833;1652;1915;2578;1561;1537;8195;8130;6036;5010;5929;6353;5023;4241;3606;6792;7241
31.12.2010;08222;Mannheim, kreisfreie Stadt;4047;3927;5017;6662;4236;3190;10767;11862;11383;10636;13158;14572;11931;9651;8628;15618;10417;4049;3691;4839;6575;3911;3182;10869;11794;10616;9962;11918;13231;10864;9433;8953;16554;17031
31.12.2010;08225;Neckar-Odenwald-Kreis;1706;1885;2920;4239;2641;1921;4540;4112;3948;4262;6475;6937;6048;5048;4274;7425;5147;1619;1836;2722;3820;2449;1775;4014;3792;3786;4389;5678;6410;5826;4918;4197;7881;8366
31.12.2010;08226;Rhein-Neckar-Kreis;6924;7181;10026;14090;8624;6154;15283;14845;14962;16045;23330;24451;20961;17208;15558;28646;18576;6551;6685;9628;13522;8420;5761;14596;15141;15556;16488;22875;24027;20931;17992;16440;31226;28922
31.12.2010;08231;Pforzheim, kreisfreie Stadt;1635;1645;2206;3034;1865;1346;3985;4004;3767;3567;4590;5080;4438;3591;3043;5928;4304;1513;1568;2045;2930;1757;1356;3740;3907;3592;3559;4366;4805;4346;3830;3543;7085;7811
31.12.2010;08235;Calw, Landkreis;1914;2158;3167;4634;2972;2049;4843;4246;4199;4644;6419;7274;6151;5179;4301;7945;5570;1874;1932;3026;4429;2694;1916;4437;3960;4164;4786;6378;6976;6071;5260;4325;8689;8689
31.12.2010;08236;Enzkreis;2372;2521;3910;5847;3611;2622;5763;5013;4956;5579;8141;8970;7737;6327;5351;10442;6629;2193;2393;3733;5555;3473;2330;5051;4814;4982;5763;8222;8670;7498;6402;5422;11068;10553
31.12.2010;08237;Freudenstadt, Landkreis;1529;1623;2486;3511;2326;1577;3680;3298;3272;3645;5086;5235;4718;4008;3201;5787;3974;1454;1509;2255;3265;2134;1502;3480;3351;3208;3849;4998;5220;4518;3850;3065;6467;6797
31.12.2010;08311;Freiburg im Breisgau, kreisfreie Stadt;3266;2769;3643;4879;2732;1985;8731;9833;8551;7572;9144;9979;8239;6254;4852;8615;6053;2913;2856;3438;4459;2586;2432;11530;10753;8497;7466;9215;9866;7956;6403;5179;10407;11138
31.12.2010;08315;Breisgau-Hochschwarzwald, Landkreis;3286;3458;5097;7315;4617;3210;7161;6592;6389;7032;10391;11018;9668;8211;7052;13306;9054;3143;3316;4720;6636;4234;2936;6912;6588;6750;7655;10674;10997;9657;8712;7347;14569;13563
31.12.2010;08316;Emmendingen, Landkreis;2083;2258;3204;4554;2851;1927;4713;4359;4146;4622;6761;7083;6176;5379;4350;7967;5313;1948;2127;2908;4456;2692;1839;4373;4131;4269;4890;6566;7027;6282;5421;4413;8859;8395
31.12.2010;08317;Ortenaukreis;5472;5728;8290;12104;7465;5270;13155;11995;11186;12448;17250;18389;16362;14142;11271;20448;14672;5209;5581;7795;11288;7260;4948;11899;11347;11333;12440;16976;17826;15863;14079;11240;22668;24114
31.12.2010;08325;Rottweil, Landkreis;1799;1897;2746;4131;2716;1878;4162;3805;3780;4159;5852;6136;5385;4366;3690;7397;4802;1671;1840;2699;4045;2610;1751;3858;3631;3724;4105;5530;5867;5180;4367;3734;8041;7962
31.12.2010;08326;Schwarzwald-Baar-Kreis;2621;2659;3820;5830;3591;2568;6538;5957;5663;5796;7957;8623;7934;6574;5760;11124;8143;2495;2648;3686;5277;3384;2347;5989;5658;5507;5798;7898;8342;7784;6996;5934;12605;13029
31.12.2010;08327;Tuttlingen, Landkreis;1861;2020;2849;4069;2466;1741;4191;4105;3845;4215;5297;5701;5003;4271;3454;6619;4781;1836;1890;2692;3849;2308;1613;3978;3795;3917;4024;5059;5353;5011;4300;3443;7308;7325
31.12.2010;08335;Konstanz, Landkreis;3354;3501;4933;7111;4291;3210;9822;8568;7652;8077;11473;12904;10550;8468;7347;14491;9876;3291;3361;4790;6952;4080;3120;10128;8700;7902;8169;11733;12415;10255;8771;7642;16140;15906
31.12.2010;08336;Lörrach, Landkreis;2876;3002;4300;6319;4034;2761;6514;6088;5850;6638;9423;10047;8771;7265;5825;11164;7864;2762;2782;4022;6202;3699;2676;6174;6190;6305;6809;9360;10187;8789;7148;6053;12538;12213
31.12.2010;08337;Waldshut, Landkreis;2175;2270;3443;4823;3098;2181;4972;4594;4323;4716;6619;7249;6420;5457;4528;8519;6174;2135;2222;3162;4611;2855;2002;4627;4581;4440;4946;6683;7086;6280;5516;4523;9336;9574
31.12.2010;08415;Reutlingen, Landkreis;3688;3825;5624;7912;4939;3438;8548;8035;7740;8828;11816;12508;10847;8785;7357;14108;9745;3469;3674;5149;7532;4594;3419;8433;7905;8012;8841;11492;12116;10550;9009;7573;15899;15521
31.12.2010;08416;Tübingen, Landkreis;2869;2983;4216;5925;3579;2593;8421;8362;6808;6329;8907;10817;9412;6944;5497;9197;5835;2800;2831;3999;5556;3418;2689;9961;8690;6688;6579;8804;10291;8726;6853;5160;9920;9645
31.12.2010;08417;Zollernalbkreis;2253;2431;3631;5232;3474;2396;5980;5195;4889;5610;7570;8491;7495;6215;5311;9764;6893;2114;2381;3333;4841;3352;2277;5213;4832;4793;5572;7342;8139;7271;6352;5304;11011;11436
31.12.2010;08421;Ulm, kreisfreie Stadt;1728;1551;2140;2797;1677;1280;4552;5029;4720;4504;5105;4956;4130;3433;3248;5854;3776;1626;1609;1973;2662;1638;1285;4567;4979;4567;4067;4430;4629;4191;3756;3357;6443;6542
31.12.2010;08425;Alb-Donau-Kreis;2641;2809;4129;5864;3598;2595;5971;5546;5532;6003;7969;8582;7246;6203;5066;9050;6065;2425;2659;3871;5734;3356;2351;5519;5114;5322;5918;7645;7864;7058;5840;4848;9677;9600
31.12.2010;08426;Biberach, Landkreis;2654;2848;4083;5872;3632;2602;6193;5720;5450;6035;7989;8309;7209;6129;5006;8672;5932;2598;2643;3919;5678;3489;2491;5532;5400;5327;6070;7665;7675;7132;5815;4784;9272;9487
31.12.2010;08435;Bodenseekreis;2694;2678;3960;5759;3655;2639;6036;5867;5944;6404;8572;8763;7726;6340;5960;12216;7180;2498;2640;3671;5470;3476;2399;5777;5687;5866;6357;8547;8714;7612;6873;6433;12961;10993
31.12.2010;08436;Ravensburg, Landkreis;3720;3908;5699;8385;5177;3734;8775;7854;7890;8812;11933;12101;10184;8567;7506;13741;8909;3641;3649;5402;7959;4792;3466;8226;7832;7948;8804;11733;11722;10253;8628;7386;14397;14232
31.12.2010;08437;Sigmaringen, Landkreis;1667;1777;2642;4032;2527;1781;4284;3667;3485;3789;5784;6228;5007;4051;3436;6200;4389;1595;1721;2490;3890;2456;1704;3673;3453;3454;3860;5232;5708;4880;4125;3307;6969;6952
31.12.2010;09161;Ingolstadt, kreisfreie Stadt;1820;1804;2378;3197;1871;1323;4025;4883;4928;4448;5198;5073;4370;3641;3165;6192;4052;1710;1689;2251;2860;1740;1300;3900;4525;4430;4059;4548;4590;4380;3886;3402;6868;6582
31.12.2010;09162;München, kreisfreie Stadt;21062;18560;21950;25997;15106;11522;45016;58158;61613;55599;61554;53302;40534;33287;33860;63276;35601;20247;17854;20632;25126;14155;11539;48788;63667;61412;50282;52696;49820;41987;38730;39256;76401;64597
31.12.2010;09163;Rosenheim, kreisfreie Stadt;854;800;1140;1400;883;617;2022;2113;2086;1951;2536;2871;2088;1686;1793;3178;1961;775;805;1008;1397;865;578;1936;2105;2016;1956;2335;2553;2040;1943;1956;3663;3389
31.12.2010;09171;Altötting, Landkreis;1393;1475;2097;2859;1858;1379;3115;2970;2942;3315;4423;4628;4263;3543;3073;5549;3846;1233;1348;2008;2768;1787;1287;2874;2918;2873;3133;4302;4565;4189;3642;3284;6367;6405
31.12.2010;09172;Berchtesgadener Land, Landkreis;1174;1274;1788;2596;1575;1207;3135;3125;2916;2994;4238;4090;3628;2932;2989;5950;4093;1153;1169;1685;2359;1460;1095;2897;2945;2893;2902;4120;4258;3542;3203;3396;6696;6912
31.12.2010;09173;Bad Tölz-Wolfratshausen, Landkreis;1657;1734;2403;3399;2081;1374;3418;3092;3267;3584;5182;5559;4619;3666;3294;6749;4298;1507;1577;2358;3140;1979;1351;3309;3145;3396;3875;5340;5430;4550;3810;3559;7327;6772
31.12.2010;09174;Dachau, Landkreis;1904;2074;2878;3945;2370;1651;4038;3885;4276;4555;6236;6543;5363;4231;3811;6850;3952;1871;1932;2725;3624;2358;1503;3760;4017;4243;4592;6334;6227;5168;4258;3932;7206;6235
31.12.2010;09175;Ebersberg, Landkreis;1856;2128;2839;3938;2197;1450;3434;3192;3599;4213;6155;5962;4878;3700;3493;6805;4051;1789;1900;2640;3608;2163;1389;3294;3345;3710;4360;5948;5989;4640;3788;3552;7376;5818
31.12.2010;09176;Eichstätt, Landkreis;1799;1818;2757;3780;2399;1591;4083;3908;3861;3988;5344;5681;5031;3986;3185;5624;3851;1625;1775;2568;3683;2188;1618;4096;3688;3663;3857;5140;5413;4646;3739;3013;5839;5778
31.12.2010;09177;Erding, Landkreis;1880;1955;2845;3811;2378;1604;3772;3508;3929;4386;6144;6221;4941;3957;3283;5493;3469;1742;1863;2710;3768;2159;1451;3540;3624;3954;4431;5863;5826;4656;3665;3315;5621;5247
31.12.2010;09178;Freising, Landkreis;2482;2564;3495;4747;2824;1960;5607;5684;5673;5915;7910;8123;6440;4770;3998;7349;4218;2344;2407;3237;4394;2614;1819;5680;5628;5590;5692;7524;7450;5754;4596;4051;7304;6532
31.12.2010;09179;Fürstenfeldbruck, Landkreis;2838;2983;3951;5564;3260;2224;5462;5209;5730;6241;9258;9154;7264;5876;5911;12252;6659;2740;2791;3919;4960;3164;2106;5210;5429;6164;6617;8769;8910;7396;6449;6695;13504;9879
31.12.2010;09180;Garmisch-Partenkirchen, Landkreis;1008;1032;1425;2239;1396;1034;2305;2192;2208;2473;3709;3792;2983;2506;2473;5343;3583;906;1013;1404;2083;1329;892;2224;2185;2380;2552;3682;3791;2939;2671;2802;6147;5635
31.12.2010;09181;Landsberg am Lech, Landkreis;1515;1672;2432;3703;2123;1386;3230;2949;3104;3428;5361;5810;4459;3442;3256;5912;3463;1456;1594;2366;3452;2038;1331;2844;2688;3135;3603;5142;5361;4246;3557;3244;5898;5426
31.12.2010;09182;Miesbach, Landkreis;1266;1277;1816;2538;1564;1082;2631;2401;2409;2837;4117;4133;3477;2695;2710;5587;3501;1150;1184;1747;2252;1504;1001;2519;2379;2632;3018;4377;4401;3507;2893;3068;6382;5586
31.12.2010;09183;Mühldorf am Inn, Landkreis;1426;1559;2107;3136;1957;1425;3319;3032;3098;3505;4745;4950;4488;3602;3047;5705;3739;1373;1381;2073;3069;1883;1319;3054;2787;3108;3276;4402;4680;4193;3455;3240;6013;6136
31.12.2010;09184;München, Landkreis;4874;5114;6741;8468;4819;3108;9327;8857;9502;10482;14832;14435;11342;9037;8722;18781;10781;4647;4862;6330;7920;4468;3026;7971;8719;9951;11148;14584;13772;11116;9460;9808;20625;15386
31.12.2010;09185;Neuburg-Schrobenhausen, Landkreis;1211;1262;1844;2733;1662;1176;2859;2762;2882;2976;3880;4085;3658;2917;2469;4425;2660;1235;1211;1811;2638;1690;1111;2467;2632;2640;2862;3564;3921;3545;2852;2427;4606;4724
31.12.2010;09186;Pfaffenhofen an der Ilm, Landkreis;1624;1633;2351;3466;2122;1499;3582;3514;3590;3834;5244;5619;4812;3881;3076;5604;3451;1473;1581;2284;3270;2037;1374;3155;3460;3417;3788;4918;5326;4568;3702;3065;5794;5257
31.12.2010;09187;Rosenheim, Landkreis;3303;3492;5012;7145;4698;3158;7328;6587;6476;7558;10850;11207;9601;7708;7428;13361;8222;3054;3248;4833;6744;4206;3061;6636;6386;6698;7850;10855;11080;9241;7911;7684;14173;12978
31.12.2010;09188;Starnberg, Landkreis;1694;1955;2807;3583;2137;1378;3047;2929;3080;3633;5568;5763;4544;3670;3701;7998;4934;1610;1796;2580;3373;1972;1314;2982;2903;3480;4168;6075;5975;4948;4190;4271;8854;7371
31.12.2010;09189;Traunstein, Landkreis;2157;2088;3186;4643;2914;2174;4866;4576;4393;5022;7019;7321;6476;5255;4993;9624;6424;2019;2207;3022;4386;2935;2012;4453;4279;4493;5074;6821;7309;6440;5526;5493;10579;10342
31.12.2010;09190;Weilheim-Schongau, Landkreis;1695;1844;2656;3810;2497;1679;3787;3464;3481;3704;5377;5888;5057;4158;3798;7291;4508;1659;1750;2509;3617;2285;1615;3508;3281;3429;3830;5700;5741;4765;4205;3773;7510;7051
31.12.2010;09261;Landshut, kreisfreie Stadt;882;847;1040;1371;816;666;1980;1989;2057;1980;2618;2511;2140;1959;1715;3283;2265;845;817;1000;1212;863;640;1973;2043;2034;2041;2549;2507;2314;2133;1965;3869;4334
31.12.2010;09262;Passau, kreisfreie Stadt;529;505;731;977;640;479;1892;1847;1512;1456;1935;2182;1820;1488;1494;2612;1855;475;490;702;993;550;521;2479;1858;1483;1305;1980;2135;1887;1703;1573;3120;3386
31.12.2010;09263;Straubing, kreisfreie Stadt;534;573;638;907;634;509;1365;1472;1516;1543;1878;1936;1803;1470;1380;2336;1600;494;494;626;891;628;436;1326;1364;1219;1199;1567;1801;1728;1540;1407;2745;2891
31.12.2010;09271;Deggendorf, Landkreis;1396;1476;2258;3175;1959;1466;3722;3467;3420;3717;4839;5252;4701;4006;3404;5636;3693;1316;1484;2107;2998;1928;1319;3429;3280;3262;3695;4772;5238;4757;3954;3394;6120;6365
31.12.2010;09272;Freyung-Grafenau, Landkreis;853;961;1531;2257;1437;982;2487;2195;2080;2442;3150;3568;3370;2922;2491;3713;2673;784;871;1435;2111;1398;1007;2231;2084;2019;2454;3162;3515;3253;2754;2207;4220;4676
31.12.2010;09273;Kelheim, Landkreis;1619;1643;2291;3299;2099;1487;3584;3253;3305;3735;4890;5122;4471;3665;3127;5245;3504;1515;1592;2292;3187;1958;1373;3154;3083;3419;3625;4596;4813;4250;3706;2985;5554;5706
31.12.2010;09274;Landshut, Landkreis;2080;2161;3039;4435;2779;1928;4522;4148;4211;4865;6665;7088;6066;4825;4250;7042;4348;1965;2003;2940;4323;2507;1750;4002;3892;4272;4963;6317;6700;5771;4736;4115;7298;6777
31.12.2010;09275;Passau, Landkreis;2263;2323;3640;5211;3290;2319;5525;5225;5242;5988;7742;8149;7663;6201;5589;9442;6432;2109;2160;3249;4963;3114;2211;5248;5106;4962;5703;7560;8070;7380;6394;5562;10395;10917
31.12.2010;09276;Regen, Landkreis;918;944;1449;2076;1339;997;2514;2291;2271;2593;3250;3364;3330;2911;2503;3910;2688;792;908;1316;1969;1233;885;2152;2050;2061;2345;3073;3334;3175;2766;2437;4408;4701
31.12.2010;09277;Rottal-Inn, Landkreis;1513;1530;2240;3433;2215;1510;3525;3320;3267;3602;4868;5135;4623;3857;3322;6031;4296;1402;1465;2149;3261;2021;1390;3207;3156;3151;3367;4649;4939;4659;3787;3340;6501;7221
31.12.2010;09278;Straubing-Bogen, Landkreis;1224;1316;2101;2896;1720;1308;3014;2663;2611;3095;4390;4585;4032;3351;2746;4567;2935;1212;1338;1837;2768;1689;1139;2701;2442;2649;3273;4121;4276;3824;3197;2766;4785;5020
31.12.2010;09279;Dingolfing-Landau, Landkreis;1099;1205;1777;2627;1671;1222;3131;2723;2694;2895;3787;4145;3830;3105;2516;4411;2980;1082;1114;1727;2405;1524;1119;2532;2517;2472;2747;3615;3995;3683;2896;2517;4602;4646
31.12.2010;09361;Amberg, kreisfreie Stadt;542;539;705;1040;663;513;1465;1537;1356;1259;1652;1795;1649;1496;1206;2180;1652;461;468;725;930;670;409;1345;1247;1197;1287;1705;1788;1663;1564;1295;2710;3042
31.12.2010;09362;Regensburg, kreisfreie Stadt;1882;1759;2048;2568;1520;1270;4685;5952;5407;4900;5666;5977;4667;3598;3219;5864;4140;1886;1697;2018;2423;1528;1283;5448;6229;5264;4302;5302;5658;4646;3906;3570;7383;7855
31.12.2010;09363;Weiden in der Oberpfalz, kreisfreie Stadt;461;486;685;1076;662;546;1284;1238;1150;1216;1756;1673;1563;1252;1163;2258;1448;487;483;714;1024;650;484;1286;1228;1199;1297;1597;1717;1519;1417;1358;2691;2893
31.12.2010;09371;Amberg-Sulzbach, Landkreis;1258;1337;2012;2984;1962;1409;3388;2848;2779;3069;4227;4919;4508;3727;2860;5105;3780;1147;1179;1898;2890;1841;1299;3190;2731;2713;3121;4331;4598;4257;3450;2722;5687;5954
31.12.2010;09372;Cham, Landkreis;1509;1566;2308;3536;2278;1552;4083;3860;3592;4105;5276;5730;5312;4619;3873;6341;4377;1469;1522;2296;3369;2178;1500;3693;3475;3454;3952;4980;5570;5048;4266;3575;6627;7431
31.12.2010;09373;Neumarkt in der Oberpfalz, Landkreis;1676;1717;2512;3928;2521;1739;4162;3588;3504;4038;5493;5997;5198;4358;3520;5739;3922;1526;1644;2430;3728;2339;1668;3736;3425;3458;4010;5449;5655;4954;4072;3247;6328;6488
31.12.2010;09374;Neustadt an der Waldnaab, Landkreis;1123;1260;1842;2778;1868;1241;3167;2840;2601;2919;3955;4370;4069;3497;2680;4567;3290;1056;1138;1849;2754;1715;1238;2783;2641;2533;2939;4100;4228;3829;3193;2589;5169;5390
31.12.2010;09375;Regensburg, Landkreis;2422;2565;3686;5313;3303;2280;5545;4981;5095;5832;8077;8747;7680;6350;5407;8670;5248;2289;2331;3501;5066;3152;2145;5110;4869;5285;5954;7831;8466;7527;6268;5270;9034;8497
31.12.2010;09376;Schwandorf, Landkreis;1625;1774;2793;4039;2566;1835;4535;4136;4101;4518;6002;6668;5771;5032;3957;6820;4824;1595;1720;2571;3752;2331;1736;4103;3923;3933;4355;5516;6218;5367;4761;3926;7674;8327
31.12.2010;09377;Tirschenreuth, Landkreis;852;879;1319;2065;1385;963;2310;2057;1902;2227;3070;3260;3016;2653;2281;3786;2855;831;804;1268;2004;1375;845;2026;1881;1913;2119;2869;3202;2924;2510;2112;4343;4896
31.12.2010;09461;Bamberg, kreisfreie Stadt;895;814;1096;1438;912;662;2363;2513;2203;2168;2662;2880;2465;1912;1752;3340;2661;852;806;1031;1378;899;723;3013;2814;2267;2232;2708;2976;2480;2084;2015;4139;4851
31.12.2010;09462;Bayreuth, kreisfreie Stadt;808;765;1082;1434;958;776;3695;2894;2314;2204;2528;2900;2508;2112;2042;3617;2349;795;754;957;1408;879;901;3807;2657;2035;1966;2588;2835;2513;2426;2257;4334;4585
31.12.2010;09463;Coburg, kreisfreie Stadt;456;471;648;952;568;488;1373;1306;1011;1069;1707;1773;1547;1290;1130;2198;1599;462;482;575;894;571;471;1274;1240;1079;1117;1599;1777;1702;1349;1261;2590;3047
31.12.2010;09464;Hof, kreisfreie Stadt;549;487;759;1083;650;531;1410;1321;1276;1281;1794;1894;1710;1506;1451;2660;1785;490;511;721;1050;634;543;1319;1251;1209;1267;1730;1797;1735;1703;1596;3104;3479
31.12.2010;09471;Bamberg, Landkreis;1843;1946;2877;4243;2701;1924;4629;4131;4073;4690;6206;6867;5964;4974;3933;6532;4173;1795;1860;2845;3994;2498;1689;4241;4034;4184;4544;6181;6646;5672;4729;3708;7067;6818
31.12.2010;09472;Bayreuth, Landkreis;1287;1323;1973;2908;1898;1361;3038;2741;2686;3197;4569;4962;4406;3736;3157;5500;3602;1195;1244;1928;2835;1809;1216;2898;2572;2751;3318;4488;4532;4148;3515;3067;5941;6301
31.12.2010;09473;Coburg, Landkreis;951;1031;1607;2450;1553;1121;2619;2234;2184;2362;3770;4041;3699;3005;2732;4671;3397;910;974;1492;2227;1448;1020;2361;2115;2254;2566;3589;3920;3491;3106;2670;5205;5418
31.12.2010;09474;Forchheim, Landkreis;1373;1439;2228;3204;2098;1454;3587;3119;3116;3166;4752;5384;4851;3823;3261;5471;3550;1329;1508;2118;3020;1995;1414;3271;2961;3022;3325;4725;5152;4628;3798;3122;5960;5761
31.12.2010;09475;Hof, Landkreis;1000;1136;1692;2634;1592;1233;2669;2266;2265;2745;4019;4364;4085;3500;3085;5811;4466;949;1049;1641;2478;1628;1124;2409;2192;2325;2938;4070;4263;3892;3380;3221;6602;7511
31.12.2010;09476;Kronach, Landkreis;701;755;1176;1740;1134;826;1924;1838;1793;2072;3050;3334;3004;2597;2154;3768;2660;707;724;1190;1649;1037;818;1751;1696;1735;2086;2755;3028;2793;2484;2074;4310;4743
31.12.2010;09477;Kulmbach, Landkreis;806;949;1301;2004;1250;897;2067;1895;1881;2137;2984;3329;3033;2611;2313;3960;2819;799;828;1251;1726;1159;794;1847;1818;1893;2345;3100;3177;2994;2681;2364;4460;5019
31.12.2010;09478;Lichtenfels, Landkreis;781;781;1166;1787;1212;870;1988;1858;1859;2005;2771;3137;2739;2482;1921;3614;2406;783;769;1114;1658;1166;776;1800;1797;1818;2057;2816;2968;2736;2285;1940;3964;4263
31.12.2010;09479;Wunsiedel im Fichtelgebirge, Landkreis;745;822;1238;1826;1246;848;2070;1890;1733;2006;2891;3175;3176;2644;2526;4601;3408;724;792;1215;1717;1160;846;1840;1819;1785;2065;2996;3189;3057;2737;2536;5434;6091
